officer_id,age,gender,marital_status,rank,unit,years_of_service,avg_weekly_hours,night_shift_ratio,overtime_hours_month,critical_incidents_last_year,trauma_exposure_index,sick_days_last_year,internal_complaints_last_2y,duty_satisfaction,work_env_rating,work_life_balance,mental_health_risk_flag,base_pay_band,promotion_last_3y,transfer_last_2y,posted_in_high_risk_area,attrition
4351,25,Male,Married,Head Constable,Traffic,6.6,51.48434529464582,0.3,32.52542497297051,1,1.0,7,0,4,4,1,0,Medium,1,1,0,0
4352,55,Female,Married,Inspector,Traffic,12.6,68.92131652332094,0.24,30.20079661591864,2,1.75,10,1,4,2,2,0,High,1,0,0,0
4353,29,Female,Divorced,Constable,Investigation,5.5,35.0,0.43,22.098138485935575,2,1.72,3,0,1,3,4,1,Low,1,1,0,0
4354,32,Female,Divorced,Constable,Patrol,3.1,56.01399009928433,0.58,18.12856654305076,2,2.9,2,1,2,1,3,0,Medium,0,1,0,0
4355,37,Male,Single,Constable,Patrol,1.1,69.52633583051535,0.32,19.597488888987787,0,0.0,5,0,4,2,3,0,Medium,0,0,0,0
4356,50,Male,Married,Head Constable,Intelligence,9.4,76.34124188026657,0.24,32.25914064844997,1,1.2,7,0,2,3,3,1,High,1,0,0,0
4357,41,Male,Single,Constable,Special Operations,7.4,48.65036185212812,0.38,34.85118617460169,4,7.71,4,0,5,5,3,0,Medium,0,0,0,0
4358,47,Male,Married,Head Constable,Investigation,21.5,46.89444911302477,0.26,16.391467907537884,1,1.19,8,0,3,3,5,0,Low,0,1,1,0
4359,37,Male,Single,Inspector,Investigation,18.1,61.75414960558577,0.64,75.1064470427803,4,5.4,5,1,3,2,4,0,Low,1,0,0,0
4360,36,Male,Married,Constable,Patrol,0.6,52.60996676294095,0.51,36.22297285944636,0,0.0,6,0,3,5,1,0,Low,1,1,0,0
4361,38,Male,Single,Constable,Intelligence,3.3,57.082810913890945,0.22,44.033413025452994,1,1.11,5,1,4,4,5,0,Low,0,0,0,0
4362,46,Male,Single,Head Constable,Investigation,10.8,66.04694349260237,0.68,20.52762040506669,4,3.62,6,0,5,2,1,1,Medium,1,0,0,0
4363,29,Female,Single,Constable,Cyber Crime,4.9,60.84073791221935,0.17,13.489139973779311,3,3.81,4,1,2,3,1,0,Medium,0,0,0,0
4364,31,Male,Single,Deputy SP,Special Operations,31.0,63.46650229880756,0.43,28.19747472680304,6,10.52,8,0,2,3,5,0,Medium,0,0,0,0
4365,43,Male,Married,Inspector,Traffic,13.7,51.398947070680364,0.45,23.99274909529242,0,0.0,7,0,4,2,2,1,High,1,0,0,0
4366,47,Female,Married,Assistant Sub-Inspector,Patrol,15.7,75.248219082763,0.6,34.6038627365661,0,0.0,7,0,3,3,5,1,Low,0,0,1,0
4367,24,Male,Married,Inspector,Traffic,25.3,51.53238427161754,0.07,32.55421404203125,3,3.11,3,1,5,1,4,0,Low,0,1,0,0
4368,32,Female,Married,Inspector,Traffic,35.0,66.43847784312912,0.24,54.60574624002296,1,1.17,5,2,1,4,3,0,Medium,0,0,1,0
4369,40,Female,Divorced,Sub-Inspector,Patrol,13.3,54.01170228490106,0.29,39.628910421935736,1,1.15,4,1,4,5,2,0,Low,0,1,0,1
4370,41,Male,Married,Head Constable,Patrol,23.7,43.57646653346978,0.49,28.932547400975075,1,0.93,9,1,1,3,2,0,Low,0,0,1,0
4371,46,Male,Single,Assistant Sub-Inspector,Intelligence,5.3,72.18123862028938,0.55,16.917176739920876,5,3.55,12,1,4,2,3,0,Medium,0,1,1,0
4372,48,Female,Divorced,Sub-Inspector,Intelligence,9.1,57.95893941884667,0.37,84.51639970796136,1,1.2,4,0,3,2,5,0,Medium,1,0,0,0
4373,33,Male,Married,Constable,Investigation,0.5,57.69268418811715,0.58,46.55581640485178,5,7.37,4,2,3,5,2,0,High,1,1,1,1
4374,45,Male,Married,Constable,Traffic,2.6,46.353664048379294,0.46,28.907513114853657,2,2.53,4,0,2,2,2,0,Medium,1,0,1,1
4375,29,Male,Married,Head Constable,Anti-Terror,10.1,37.494197248752386,0.56,24.633169176027394,6,11.57,5,1,1,2,2,0,Medium,0,0,0,1
4376,44,Male,Married,Constable,Anti-Terror,4.9,60.159456504032,0.85,35.01953359872727,6,13.2,4,0,4,3,2,0,Medium,0,0,1,0
4377,35,Male,Married,Constable,Special Operations,13.6,35.0,0.61,7.465323927530999,1,3.59,7,0,2,1,5,0,High,0,1,0,0
4378,40,Male,Married,Sub-Inspector,Patrol,12.2,60.13094908441048,0.02,42.98155204526523,4,4.02,8,0,2,5,4,0,Medium,1,0,0,0
4379,42,Male,Married,Constable,Intelligence,12.2,50.910080530932554,0.58,22.44100610428375,1,1.05,5,1,1,4,3,0,Medium,0,1,0,0
4380,43,Male,Married,Assistant Sub-Inspector,Cyber Crime,35.0,55.95120270222887,0.37,15.382138643628517,3,3.95,5,0,5,3,2,0,Low,0,0,0,0
4381,39,Female,Single,Constable,Patrol,2.8,64.10310813253946,0.31,12.19114393498311,0,0.0,3,1,5,1,1,0,Medium,0,0,1,1
4382,39,Male,Married,Sub-Inspector,Cyber Crime,19.3,50.074359780251775,0.33,18.312081244807743,4,4.81,4,2,4,4,2,1,Medium,1,0,0,0
4383,26,Male,Married,Head Constable,Cyber Crime,4.2,56.40196394142958,0.13,10.725959848020082,2,3.0,8,0,4,3,4,0,Low,1,0,0,0
4384,40,Male,Married,Specialized Tactical,Traffic,14.3,47.58781009752123,0.67,19.551269842381494,1,0.8,5,1,3,3,1,0,Low,1,1,0,0
4385,31,Male,Married,Head Constable,Patrol,17.7,46.86890465113668,0.59,28.247463590101113,3,2.54,7,2,3,4,4,0,Very High,0,0,1,0
4386,32,Female,Married,Constable,Patrol,1.3,60.200314781252004,0.31,30.935057437582863,1,1.41,3,0,3,5,1,0,Low,1,0,1,0
4387,39,Male,Widowed,Head Constable,Cyber Crime,7.9,54.22118195995501,0.52,25.813160994627996,3,4.49,6,0,4,5,4,0,Medium,1,0,0,0
4388,49,Male,Married,Assistant Sub-Inspector,Traffic,15.2,59.96651469654852,0.85,39.69015401057835,2,1.64,8,0,5,2,2,1,Low,0,1,0,0
4389,44,Male,Married,Constable,Traffic,0.5,58.52571433473118,0.78,48.480450490828005,1,1.46,9,1,1,3,4,0,High,0,0,1,0
4390,35,Male,Married,Head Constable,Patrol,4.7,61.96226745446475,0.25,47.94742236816919,0,0.0,6,0,3,3,4,0,Low,0,0,0,0
4391,34,Male,Married,Head Constable,Anti-Terror,4.7,49.85537886598976,0.62,44.53616043040032,3,11.64,5,0,4,5,1,0,Medium,0,0,0,1
4392,30,Male,Married,Sub-Inspector,Intelligence,9.2,38.557767005976444,0.55,23.55747136592264,0,0.0,3,0,3,4,4,1,High,0,1,0,1
4393,36,Male,Widowed,Head Constable,Patrol,6.3,51.993502116854344,0.49,9.594687597602775,0,0.0,5,0,3,3,1,1,Medium,0,0,0,0
4394,21,Male,Married,Sub-Inspector,Cyber Crime,14.6,51.805515830099395,0.37,17.94553440542653,3,2.82,2,0,3,1,4,1,Low,1,0,1,0
4395,35,Male,Married,Inspector,Patrol,30.4,56.58131749509814,0.14,32.02187586543845,0,0.0,8,0,5,3,5,0,High,0,1,0,0
4396,31,Male,Married,Inspector,Patrol,12.7,58.65320132690158,0.41,20.836312429085837,3,3.33,4,0,4,4,5,1,Low,1,1,0,0
4397,35,Female,Single,Sub-Inspector,Investigation,35.0,53.81225139738259,0.49,18.870338882429444,0,0.0,12,1,2,2,2,0,Low,0,0,0,0
4398,24,Male,Divorced,Constable,Cyber Crime,10.5,52.3892790225022,0.3,39.627873139608674,3,4.25,9,0,1,4,3,0,Medium,1,0,0,0
4399,33,Male,Married,Sub-Inspector,Women & Child Protection,35.0,52.451620518817364,0.9,66.37004815911955,1,2.78,5,0,5,4,3,1,Medium,0,1,0,0
4400,48,Female,Married,Constable,Investigation,1.8,63.240663078001795,0.27,39.94469706543571,4,4.92,8,1,3,3,2,0,Low,0,0,1,1
4401,38,Male,Married,Constable,Investigation,2.8,50.40615448293786,0.47,43.51684312391829,5,7.91,8,0,3,3,2,0,Low,0,0,1,0
4402,27,Female,Single,Constable,Patrol,0.5,65.68919143371814,0.2,19.632712091824274,1,1.04,4,0,3,3,4,0,Low,0,0,0,0
4403,32,Male,Single,Assistant Sub-Inspector,Investigation,7.2,44.414964720664955,0.7,44.19816330836356,5,4.37,11,0,3,4,2,0,Low,0,0,0,0
4404,37,Female,Widowed,Head Constable,Traffic,4.8,50.79897104586937,0.41,14.534388134709172,2,2.29,6,0,2,2,5,0,Very High,0,1,0,0
4405,21,Female,Married,Inspector,Women & Child Protection,18.3,53.43198830592168,0.53,22.69764092770594,3,6.16,5,1,1,3,5,0,High,0,0,0,0
4406,55,Male,Single,Constable,Patrol,4.7,55.70511969284952,0.58,21.00886532839705,5,5.25,3,0,5,3,3,0,Medium,1,0,0,0
4407,38,Male,Married,Constable,Investigation,10.1,65.99572668247266,0.11,41.345687714893465,4,4.19,5,0,3,3,2,0,Medium,0,0,0,0
4408,38,Male,Married,Constable,Special Operations,10.2,51.46744131558709,0.59,37.4657455164949,4,9.88,6,1,4,3,2,0,Low,0,0,0,0
4409,42,Female,Married,Constable,Patrol,5.8,47.65630151100923,0.45,45.37410386847926,1,1.24,4,0,3,2,1,0,Medium,0,0,0,0
4410,40,Female,Married,Constable,Traffic,0.6,66.22241019293963,0.5,35.31077571049501,3,4.78,6,0,3,4,3,1,Medium,0,0,0,0
4411,48,Male,Married,Constable,Cyber Crime,4.2,60.36897495658761,0.3,51.127288651526285,3,3.48,11,0,5,4,4,1,Medium,0,1,0,0
4412,50,Male,Married,Constable,Traffic,4.4,60.81093951785554,0.4,47.35988926692257,3,2.45,6,0,5,2,5,0,Medium,0,1,0,0
4413,29,Male,Married,Constable,Investigation,6.6,54.38908355126367,0.3,28.046700360913864,3,2.75,5,0,4,1,2,0,Low,0,0,1,0
4414,21,Female,Married,Sub-Inspector,Cyber Crime,9.0,47.567381674310866,0.49,37.00775714077449,3,3.1,3,0,4,3,3,1,Medium,0,0,1,0
4415,22,Male,Single,Sub-Inspector,Cyber Crime,15.9,49.21013597846418,0.34,61.681769673830985,5,5.56,6,0,1,3,2,0,Medium,0,1,0,0
4416,54,Male,Married,Constable,Patrol,9.5,64.67839464419909,0.23,30.25258745804513,1,1.01,5,0,3,1,5,0,Low,0,0,0,0
4417,27,Female,Married,Inspector,Cyber Crime,11.4,74.45087705778128,0.44,30.729522848759988,1,0.76,5,0,1,1,4,0,High,0,0,0,1
4418,48,Male,Married,Constable,Traffic,0.5,53.54000328180164,0.34,32.60893598422097,5,7.71,5,0,3,3,1,1,Low,1,0,0,0
4419,27,Female,Married,Constable,Intelligence,0.5,46.68222378005003,0.57,8.46576676461351,1,0.86,4,0,5,3,4,0,High,0,0,0,0
4420,46,Male,Single,Sub-Inspector,Patrol,17.3,68.71440131920961,0.21,27.003533820769604,1,1.41,5,1,2,4,5,0,Medium,0,1,0,0
4421,46,Male,Married,Sub-Inspector,Investigation,15.0,44.13464315390429,0.43,12.744060586393655,0,0.0,1,0,4,2,4,0,Medium,0,0,0,0
4422,38,Female,Married,Sub-Inspector,Patrol,24.7,48.70609866849866,0.63,24.37953629686349,0,0.0,9,0,3,5,1,0,High,0,0,0,0
4423,31,Male,Married,Head Constable,Intelligence,28.2,44.01736240690823,0.56,39.920904079444384,1,1.33,7,0,2,3,3,0,Medium,0,1,0,0
4424,45,Male,Married,Assistant Sub-Inspector,Investigation,19.4,56.909830389462954,0.18,20.156349221355942,1,1.17,4,0,5,2,4,0,Medium,1,1,0,0
4425,32,Male,Single,Constable,Traffic,5.6,60.356868483884334,0.01,12.118533882961911,1,1.47,3,0,1,2,3,0,Very High,1,0,0,0
4426,48,Male,Divorced,Constable,Investigation,30.6,58.54283263117789,0.18,42.5430812575476,1,1.09,5,0,4,1,4,1,High,0,0,1,0
4427,31,Male,Single,Constable,Investigation,12.2,49.01637704468569,0.54,61.5661976688826,0,0.0,3,0,3,1,2,1,Low,1,0,1,0
4428,47,Male,Married,Sub-Inspector,Traffic,8.7,51.958874564074655,0.51,40.05479110125328,2,1.67,8,0,2,4,4,0,Medium,1,0,0,0
4429,30,Male,Married,Head Constable,Patrol,9.8,57.14105302659602,0.16,37.4186353675571,3,2.57,5,1,2,3,2,0,Low,0,1,1,0
4430,30,Male,Married,Assistant Sub-Inspector,Intelligence,14.2,41.6010290845152,0.38,19.93338008830565,3,3.14,6,0,4,2,4,0,Medium,1,0,0,0
4431,42,Male,Divorced,Constable,Cyber Crime,1.0,68.74067995280103,0.37,60.15084150786757,6,9.03,8,0,3,3,4,0,Medium,0,1,0,1
4432,36,Female,Married,Constable,Patrol,0.5,55.89241158547523,0.71,30.193932175822447,3,3.68,3,0,4,4,2,0,Low,0,0,0,0
4433,41,Male,Married,Constable,Special Operations,5.6,38.00913398118864,0.94,26.346234626394352,3,9.26,9,0,3,4,2,0,Low,0,1,0,0
4434,58,Male,Married,Head Constable,Intelligence,24.7,60.725182873174475,0.39,24.025987865577807,4,4.83,7,1,2,2,1,1,Medium,0,0,0,0
4435,29,Male,Married,Specialized Tactical,Cyber Crime,14.3,62.823327090294185,0.22,46.04207540296931,3,3.26,7,0,2,2,1,1,Low,0,0,0,0
4436,33,Male,Married,Assistant Sub-Inspector,Cyber Crime,22.8,50.36652084253546,0.75,62.29143419694285,3,4.75,10,0,1,3,3,1,Low,0,1,0,0
4437,37,Male,Married,Constable,Special Operations,3.5,60.20386527277656,0.58,34.52348721186695,4,7.94,6,1,2,2,2,0,Very High,1,0,0,0
4438,28,Male,Divorced,Head Constable,Anti-Terror,4.0,51.340517231929,0.56,51.1502848834462,5,14.3,8,0,3,4,1,0,High,0,0,1,0
4439,23,Male,Married,Constable,Cyber Crime,23.9,65.8955331475148,0.37,34.71746695116341,1,1.19,5,0,2,1,3,0,Low,0,0,1,1
4440,29,Male,Married,Constable,Traffic,1.7,45.31034641843361,0.25,43.204803031611384,1,0.84,6,0,2,2,3,0,Medium,1,1,0,0
4441,42,Male,Divorced,Constable,Traffic,9.0,51.28579446195417,0.56,41.251227715377105,1,1.22,8,1,2,1,3,0,Medium,1,1,0,0
4442,30,Male,Married,Inspector,Traffic,35.0,65.25336003464861,0.25,35.6392891421104,1,1.09,4,0,5,4,2,0,Low,1,1,0,0
4443,30,Male,Divorced,Constable,Special Operations,1.4,60.697880116589964,0.68,20.583118180735422,7,14.43,10,0,3,4,1,1,Very High,1,0,0,0
4444,40,Male,Single,Constable,Traffic,3.4,49.03884844733122,0.25,14.773283431521088,2,1.95,5,0,3,2,3,0,Medium,0,0,0,0
4445,28,Female,Married,Inspector,Special Operations,12.3,64.29101158768476,0.15,24.930179297408078,5,8.47,8,0,5,4,4,0,Medium,0,0,0,0
4446,43,Male,Married,Assistant Sub-Inspector,Cyber Crime,7.9,61.26064810460718,0.72,17.904375610853556,1,1.3,4,0,2,1,4,0,Low,0,0,0,0
4447,51,Male,Divorced,Assistant Sub-Inspector,Patrol,14.2,58.046413598779345,0.77,33.80060499143639,1,1.3,8,1,3,2,3,0,Medium,0,0,0,1
4448,38,Male,Divorced,Constable,Investigation,15.0,63.49452808360332,0.27,26.158270156132986,3,2.9,5,0,3,5,3,0,Low,1,0,0,0
4449,40,Male,Married,Constable,Investigation,0.5,40.904944301121795,0.64,33.59726626549922,6,6.22,7,1,1,4,2,0,Medium,0,0,0,0
4450,30,Male,Married,Inspector,Patrol,12.0,63.18914411806526,0.17,11.540473756359068,2,1.84,6,0,1,3,4,0,Medium,0,1,0,1
4451,38,Male,Single,Head Constable,Women & Child Protection,7.6,61.679727607514465,0.19,19.620098870877644,4,6.14,7,0,4,4,5,1,Low,1,1,0,0
4452,40,Male,Single,Constable,Patrol,10.0,57.00177325014264,0.2,70.18747499258397,6,7.47,3,0,4,3,5,0,Medium,0,0,0,0
4453,26,Female,Divorced,Constable,Traffic,2.5,67.08089640815746,0.53,31.610475500767585,2,2.85,2,0,2,4,5,1,Low,1,0,0,0
4454,28,Female,Single,Head Constable,Cyber Crime,8.7,61.98549495611793,0.5,18.842695893239718,2,1.49,7,0,5,4,2,0,Medium,0,0,0,0
4455,30,Female,Widowed,Constable,Women & Child Protection,3.5,76.3260805521804,0.51,34.809029325283895,3,4.1,10,0,5,3,3,0,Medium,1,1,0,0
4456,38,Male,Married,Constable,Anti-Terror,3.5,44.10297217839768,0.2,30.323239478207462,5,14.31,9,1,5,5,3,0,Medium,0,0,0,0
4457,32,Male,Married,Assistant Sub-Inspector,Investigation,19.2,66.96018051140561,0.49,39.56587427693656,2,2.32,5,0,2,2,4,0,Low,0,0,0,0
4458,38,Male,Married,Head Constable,Patrol,20.5,53.18049598578051,0.61,48.978355753562234,1,1.04,8,0,3,2,3,0,Medium,0,1,0,0
4459,32,Male,Single,Deputy SP,Patrol,35.0,55.17693123045749,0.32,38.10146888209574,2,2.69,14,0,4,3,4,0,Low,1,1,0,0
4460,45,Male,Married,Constable,Investigation,0.8,68.70005397284471,0.18,29.483062312253548,7,9.64,8,0,4,1,3,0,Medium,0,1,0,0
4461,35,Male,Married,Head Constable,Anti-Terror,13.7,53.17664937463349,0.08,19.71064750074174,6,9.29,5,0,4,4,1,0,Low,0,0,0,0
4462,28,Male,Married,Inspector,Investigation,35.0,64.24400208629022,0.6,37.19612916268849,2,2.4,7,0,1,4,2,1,Low,0,0,1,0
4463,49,Male,Married,Assistant Sub-Inspector,Patrol,8.8,67.09996889893816,0.46,32.54866760376954,1,0.9,3,1,1,3,3,0,Medium,0,0,1,0
4464,53,Male,Single,Head Constable,Investigation,9.2,55.78301903322084,0.44,5.225260323695116,3,4.66,7,0,4,3,4,0,Low,0,0,0,0
4465,42,Male,Married,Sub-Inspector,Investigation,21.3,45.50412113497066,0.75,38.48706220687515,6,5.64,4,1,5,1,4,0,Medium,1,0,0,0
4466,40,Male,Married,Assistant Sub-Inspector,Intelligence,6.4,65.85796638669864,0.53,9.995216952437515,0,0.0,6,0,1,4,3,0,Low,0,1,1,0
4467,36,Male,Married,Constable,Traffic,0.6,62.88756161471124,0.21,45.27130162626743,1,0.7,5,0,1,5,4,0,Low,0,1,0,1
4468,40,Male,Married,Constable,Women & Child Protection,7.4,46.716220766701596,0.18,16.41142509221367,4,7.52,7,1,4,2,3,0,Medium,1,1,0,0
4469,27,Male,Married,Head Constable,Patrol,21.2,71.0648992035012,0.14,52.56119888018944,2,2.8,0,1,1,5,4,0,Low,0,0,0,0
4470,27,Male,Married,Sub-Inspector,Patrol,16.9,63.16271368131383,0.49,32.879423763960695,2,2.4,7,0,2,1,5,0,Low,0,1,0,0
4471,41,Male,Married,Assistant Sub-Inspector,Investigation,14.0,47.186868626150385,0.35,16.962059577998865,0,0.0,4,0,4,3,5,0,Medium,1,1,0,0
4472,27,Male,Married,Constable,Traffic,2.2,54.00540773141638,0.12,34.720019486001,2,1.79,8,1,2,4,4,0,High,0,0,0,0
4473,51,Male,Married,Inspector,Cyber Crime,15.8,53.32675939270586,0.66,30.19056808579096,2,1.47,0,0,1,2,1,1,Very High,0,0,0,1
4474,30,Male,Married,Sub-Inspector,Investigation,9.6,69.80651929880023,0.43,31.52804043726452,4,5.92,3,2,2,1,2,1,Low,1,0,0,0
4475,40,Male,Married,Assistant Sub-Inspector,Patrol,14.4,47.433638442550475,0.84,53.496366413647664,0,0.0,7,1,4,4,1,0,Medium,1,0,1,0
4476,26,Female,Single,Sub-Inspector,Investigation,11.1,56.02583793099638,0.51,55.39990172008788,3,4.67,3,0,3,1,4,0,Low,0,0,1,1
4477,36,Male,Married,Assistant Sub-Inspector,Investigation,30.9,59.84380710948234,0.57,31.398881066128347,3,4.71,3,0,4,2,2,1,Low,0,0,0,0
4478,39,Male,Married,Inspector,Investigation,11.0,62.727782380691465,0.3,28.04181391217017,3,4.55,5,1,3,4,4,0,Medium,0,0,0,1
4479,33,Male,Married,Sub-Inspector,Intelligence,27.0,44.869444811552626,0.38,11.092931835932283,4,4.53,8,0,4,4,4,0,Low,0,0,0,0
4480,31,Male,Single,Sub-Inspector,Women & Child Protection,12.6,51.22392104108578,0.59,24.679054183186654,1,4.0,8,0,5,4,2,0,Medium,0,0,1,1
4481,34,Female,Married,Constable,Patrol,2.7,47.33154552523391,0.28,40.41165749930669,4,5.86,6,0,3,1,2,1,Low,1,1,0,1
4482,46,Male,Married,Head Constable,Patrol,18.7,48.746526348538,0.35,12.646645179697503,0,0.0,5,0,2,4,2,0,Low,0,0,0,0
4483,44,Female,Single,Constable,Special Operations,7.2,49.99051741299042,0.4,18.183161739483364,8,12.96,2,1,4,5,1,0,Medium,0,0,1,0
4484,45,Female,Single,Head Constable,Patrol,9.2,42.73568726506035,0.47,28.809280938392778,2,1.82,5,0,2,4,2,0,High,0,0,0,0
4485,44,Male,Married,Inspector,Patrol,11.8,59.30663161861317,0.1,23.076102953476568,2,1.69,6,0,5,3,2,0,High,1,0,0,0
4486,48,Male,Married,Head Constable,Patrol,13.9,50.21487346888316,0.34,11.20555338835477,3,3.36,7,1,2,5,5,0,Medium,0,0,1,0
4487,42,Male,Married,Head Constable,Cyber Crime,12.2,59.04207753120614,0.01,18.38385159271532,2,2.81,4,0,1,1,4,0,Low,1,1,0,0
4488,21,Male,Married,Assistant Sub-Inspector,Women & Child Protection,5.0,49.332028402812966,0.24,27.679255874129016,1,3.69,4,1,3,1,5,0,Low,1,0,1,0
4489,41,Female,Single,Head Constable,Anti-Terror,5.3,49.856652917665905,0.27,12.764171425987318,7,16.77,9,0,4,3,3,0,Medium,0,1,0,0
4490,40,Female,Married,Inspector,Traffic,35.0,68.11550497068762,0.13,6.607764100224369,0,0.0,2,0,2,1,5,0,High,0,0,0,0
4491,34,Male,Single,Deputy SP,Traffic,26.6,73.19177158919581,0.51,16.93023603075664,1,0.96,8,0,3,4,2,0,Medium,1,0,0,0
4492,24,Male,Divorced,Assistant Sub-Inspector,Patrol,11.8,47.647281683837406,0.2,23.60235835814273,2,1.43,6,0,2,3,1,0,Low,0,0,1,0
4493,31,Male,Married,Sub-Inspector,Traffic,24.3,42.866077304213874,0.06,44.2913983122946,2,2.81,6,1,3,4,5,0,Medium,0,0,0,0
4494,33,Male,Married,Head Constable,Women & Child Protection,11.3,43.63396483703167,0.53,14.043220388986244,2,3.95,2,0,3,3,1,1,High,0,0,0,0
4495,43,Male,Married,Constable,Special Operations,3.8,52.32217085610684,0.33,5.017286384774371,6,7.88,3,0,2,1,3,1,Medium,0,0,1,1
4496,42,Male,Single,Constable,Intelligence,6.9,62.93297168937961,0.5,34.92669189121875,1,1.49,9,0,3,5,3,1,Low,0,1,0,0
4497,27,Male,Married,Head Constable,Anti-Terror,7.8,65.11228467601887,0.58,53.201706196109775,6,12.1,5,0,3,5,2,0,Low,0,0,1,0
4498,41,Male,Single,Constable,Special Operations,0.6,47.726222367087324,0.53,19.565827392549316,2,7.77,13,0,3,3,1,0,Low,0,0,0,1
4499,21,Male,Divorced,Constable,Traffic,3.8,40.20988949762122,0.29,24.733044990258875,1,1.42,7,0,3,1,2,0,High,0,1,0,0
4500,33,Male,Married,Constable,Traffic,1.6,66.80651309214666,0.55,24.39664088152421,3,3.82,6,0,1,2,3,0,Very High,1,1,0,1
4501,36,Male,Married,Constable,Patrol,6.1,66.13604927795879,0.52,23.660006794449785,2,2.83,7,0,3,3,2,0,Medium,0,0,0,0
4502,42,Male,Divorced,Inspector,Patrol,17.6,56.67554114280083,0.22,24.182033358350257,2,2.24,6,0,3,3,2,1,Medium,0,1,0,0
4503,34,Female,Married,Deputy SP,Patrol,23.1,66.54519192928922,0.63,14.563089974362645,1,1.39,6,0,2,1,2,1,Medium,0,1,0,1
4504,40,Male,Married,Inspector,Traffic,35.0,52.763899340030825,0.39,16.868764617359695,1,0.88,4,0,3,4,3,1,Low,0,0,0,0
4505,38,Male,Married,Constable,Investigation,2.2,43.878432322917334,0.27,26.600272287618868,2,2.91,9,0,5,3,4,0,Medium,1,0,0,0
4506,40,Male,Single,Constable,Patrol,6.9,56.4405076480459,0.42,26.291408277515764,1,0.92,8,0,4,1,2,0,Low,0,0,1,0
4507,41,Male,Single,Constable,Cyber Crime,13.1,56.75236491997667,0.63,18.175039366156696,2,2.15,2,1,3,3,4,1,Medium,0,0,1,0
4508,34,Female,Single,Constable,Patrol,3.9,65.74253100468475,0.32,14.727262856167465,3,4.58,8,0,4,4,4,0,Medium,0,1,0,0
4509,43,Male,Married,Inspector,Cyber Crime,20.8,52.436934197938115,0.45,50.35961072092468,1,0.86,3,0,5,4,2,0,Medium,1,0,0,0
4510,48,Male,Married,Deputy SP,Intelligence,19.5,46.78166765504919,0.26,41.7006466304254,2,2.47,4,0,4,3,3,0,Low,1,1,1,0
4511,35,Male,Married,Deputy SP,Women & Child Protection,35.0,55.071625500095145,0.42,26.647592679834947,0,3.29,6,0,4,3,2,1,High,0,0,0,0
4512,21,Male,Single,Head Constable,Patrol,18.2,52.014675443020415,0.78,45.85845671820534,2,2.64,6,0,3,3,4,1,Low,0,0,0,1
4513,41,Male,Married,Head Constable,Traffic,6.2,59.05352881460689,0.34,27.331271432248226,2,2.08,7,2,3,1,4,1,Medium,1,1,0,0
4514,36,Male,Divorced,Constable,Investigation,8.8,69.54178280473829,0.56,27.098346173484423,7,7.74,6,0,4,4,1,0,Medium,0,0,1,0
4515,40,Male,Married,Inspector,Investigation,35.0,47.714323167589036,0.38,59.307337917414216,3,2.39,6,0,1,2,1,0,High,0,1,0,0
4516,30,Male,Divorced,Sub-Inspector,Intelligence,15.6,47.20243520529902,0.71,38.973967054228645,2,2.61,4,0,3,2,4,0,Low,0,0,0,0
4517,32,Male,Married,Constable,Patrol,3.6,41.304736947861784,0.47,11.804709809324235,4,3.78,8,0,3,2,4,0,Low,0,0,1,0
4518,36,Male,Single,Sub-Inspector,Special Operations,31.2,45.07821966320219,0.27,15.32026716550829,4,8.26,6,0,3,2,2,0,Medium,0,1,1,0
4519,35,Male,Single,Inspector,Traffic,17.4,55.92289332174955,0.28,30.40176829397381,1,1.37,5,2,2,3,5,0,Medium,1,0,0,0
4520,36,Male,Single,Inspector,Investigation,12.2,35.0,0.72,18.388961131226154,3,3.87,6,0,1,3,4,0,High,0,0,0,0
4521,32,Male,Married,Head Constable,Traffic,29.5,56.96797313767254,0.46,44.20384505014874,3,4.63,7,0,1,2,1,1,Medium,1,1,0,0
4522,35,Female,Single,Constable,Cyber Crime,2.1,65.87036850860163,0.26,19.385078536586928,1,1.06,4,0,3,2,4,0,Medium,0,0,0,0
4523,41,Male,Single,Head Constable,Cyber Crime,6.9,55.16790492878845,0.61,12.822645980947073,2,2.33,5,0,4,3,2,0,Medium,0,0,0,0
4524,40,Male,Single,Deputy SP,Traffic,20.7,70.11160216191647,0.27,20.61677500231473,3,2.62,7,0,1,2,2,0,Medium,0,1,0,0
4525,26,Male,Single,Constable,Special Operations,9.3,60.289124377978425,0.11,13.863308166533963,3,7.84,7,2,2,4,1,0,High,0,1,0,1
4526,38,Female,Single,Constable,Cyber Crime,4.5,56.64477692440465,0.18,28.33349123131595,2,2.65,3,0,3,2,3,0,Low,1,0,0,0
4527,30,Male,Married,Constable,Investigation,0.5,47.01237233238862,0.57,32.061339121226325,2,2.18,8,1,2,3,4,0,Low,1,0,0,1
4528,39,Female,Married,Assistant Sub-Inspector,Patrol,6.8,47.02918499629918,0.12,20.42294597193094,0,0.0,4,0,4,4,2,0,Medium,0,1,1,0
4529,46,Male,Married,Sub-Inspector,Cyber Crime,7.5,57.07752395637542,0.45,14.900224800321395,1,1.57,2,0,4,4,3,1,High,0,1,0,1
4530,43,Male,Married,Head Constable,Intelligence,12.3,51.44836640498902,0.42,32.6642488551076,0,0.0,4,0,4,4,4,1,Low,0,0,0,0
